# LG	Marker	cM	Scaffold	Scaffold Orientation	Scaffold BP	LG BP	NodeIndex
1	5745	48.39	tig00000487_pilon	-	618327	43458815	10
1	5744	48.93	tig00000487_pilon	-	614047	43463095	10
1	5743	48.93	tig00000487_pilon	-	614039	43463103	10
1	5742	48.93	tig00000487_pilon	-	614018	43463124	10
1	5741	48.93	tig00000487_pilon	-	614008	43463134	10
1	5740	48.93	tig00000487_pilon	-	612427	43464715	10
1	5739	48.93	tig00000487_pilon	-	612381	43464761	10
1	5738	48.93	tig00000487_pilon	-	612357	43464785	10
1	5737	48.93	tig00000487_pilon	-	612335	43464807	10
1	5735	48.93	tig00000487_pilon	-	609807	43467335	10
1	5734	48.93	tig00000487_pilon	-	609804	43467338	10
1	5733	48.93	tig00000487_pilon	-	609691	43467451	10
1	5732	48.93	tig00000487_pilon	-	609580	43467562	10
1	5731	48.93	tig00000487_pilon	-	609578	43467564	10
1	5730	48.93	tig00000487_pilon	-	605899	43471243	10
1	5729	48.93	tig00000487_pilon	-	605848	43471294	10
1	5728	48.93	tig00000487_pilon	-	605673	43471469	10
1	5727	48.93	tig00000487_pilon	-	605669	43471473	10
1	5726	48.93	tig00000487_pilon	-	605002	43472140	10
1	5725	48.93	tig00000487_pilon	-	604984	43472158	10
1	5724	48.93	tig00000487_pilon	-	604981	43472161	10
1	5723	48.93	tig00000487_pilon	-	596916	43480226	10
1	5722	48.93	tig00000487_pilon	-	566492	43510650	10
1	5721	48.93	tig00000487_pilon	-	535402	43541740	10
1	5720	48.93	tig00000487_pilon	-	535379	43541763	10
1	5719	48.93	tig00000487_pilon	-	495439	43581703	10
1	5718	48.93	tig00000487_pilon	-	495406	43581736	10
1	5717	48.93	tig00000487_pilon	-	404922	43672220	10
1	5716	48.93	tig00000487_pilon	-	404497	43672645	10
1	5715	48.93	tig00000487_pilon	-	404482	43672660	10
1	5714	48.93	tig00000487_pilon	-	404478	43672664	10
1	5713	48.93	tig00000487_pilon	-	404453	43672689	10
1	5712	48.93	tig00000487_pilon	-	404360	43672782	10
1	5711	48.93	tig00000487_pilon	-	404328	43672814	10
1	5710	48.93	tig00000487_pilon	-	404294	43672848	10
1	5709	48.93	tig00000487_pilon	-	404213	43672929	10
1	5708	48.93	tig00000487_pilon	-	404209	43672933	10
1	5707	48.93	tig00000487_pilon	-	404194	43672948	10
1	5706	48.93	tig00000487_pilon	-	381061	43696081	10
1	5705	48.93	tig00000487_pilon	-	380974	43696168	10
1	5704	48.93	tig00000487_pilon	-	380920	43696222	10
1	5703	48.93	tig00000487_pilon	-	380919	43696223	10
1	5702	48.93	tig00000487_pilon	-	380566	43696576	10
1	5701	48.93	tig00000487_pilon	-	380485	43696657	10
1	5700	48.93	tig00000487_pilon	-	380226	43696916	10
1	5699	48.93	tig00000487_pilon	-	380220	43696922	10
1	5698	48.93	tig00000487_pilon	-	380090	43697052	10
1	5697	48.93	tig00000487_pilon	-	380081	43697061	10
1	5696	48.93	tig00000487_pilon	-	380046	43697096	10
1	5695	48.93	tig00000487_pilon	-	380044	43697098	10
1	5694	48.93	tig00000487_pilon	-	380012	43697130	10
1	5693	48.93	tig00000487_pilon	-	380010	43697132	10
1	5692	48.93	tig00000487_pilon	-	380008	43697134	10
1	5691	48.93	tig00000487_pilon	-	380007	43697135	10
1	5690	49.47	tig00000487_pilon	-	281844	43795298	10
1	5689	49.47	tig00000487_pilon	-	281828	43795314	10
1	5688	49.47	tig00000487_pilon	-	281733	43795409	10
1	5687	49.47	tig00000487_pilon	-	281624	43795518	10
1	5686	49.47	tig00000487_pilon	-	281543	43795599	10
1	5685	49.47	tig00000487_pilon	-	281518	43795624	10
1	5684	49.47	tig00000487_pilon	-	281515	43795627	10
1	5683	49.47	tig00000487_pilon	-	281330	43795812	10
1	5682	49.47	tig00000487_pilon	-	281236	43795906	10
1	5681	49.47	tig00000487_pilon	-	281136	43796006	10
1	5680	49.47	tig00000487_pilon	-	281077	43796065	10
1	5679	49.47	tig00000487_pilon	-	280964	43796178	10
1	5678	49.47	tig00000487_pilon	-	280881	43796261	10
1	5677	49.47	tig00000487_pilon	-	280855	43796287	10
1	5676	49.47	tig00000487_pilon	-	280819	43796323	10
1	5675	49.47	tig00000487_pilon	-	280405	43796737	10
1	5674	49.47	tig00000487_pilon	-	280366	43796776	10
1	5673	49.47	tig00000487_pilon	-	280337	43796805	10
1	5672	49.47	tig00000487_pilon	-	280326	43796816	10
1	5660	49.47	tig00000487_pilon	-	261985	43815157	10
1	5659	49.47	tig00000487_pilon	-	261963	43815179	10
1	5658	49.47	tig00000487_pilon	-	261952	43815190	10
1	5657	49.47	tig00000487_pilon	-	261928	43815214	10
1	5656	49.47	tig00000487_pilon	-	261867	43815275	10
1	5655	49.47	tig00000487_pilon	-	261850	43815292	10
1	5654	49.47	tig00000487_pilon	-	261250	43815892	10
1	5653	49.47	tig00000487_pilon	-	261139	43816003	10
1	5652	49.47	tig00000487_pilon	-	261051	43816091	10
1	5651	49.47	tig00000487_pilon	-	261049	43816093	10
1	5650	49.47	tig00000487_pilon	-	261013	43816129	10
1	5649	49.47	tig00000487_pilon	-	260872	43816270	10
1	5648	49.47	tig00000487_pilon	-	260858	43816284	10
1	5647	49.47	tig00000487_pilon	-	260800	43816342	10
1	5646	49.47	tig00000487_pilon	-	260781	43816361	10
1	5645	49.47	tig00000487_pilon	-	260693	43816449	10
1	5644	49.47	tig00000487_pilon	-	260681	43816461	10
1	5643	49.47	tig00000487_pilon	-	260632	43816510	10
1	5642	49.47	tig00000487_pilon	-	260609	43816533	10
1	5641	49.47	tig00000487_pilon	-	260528	43816614	10
1	5640	49.47	tig00000487_pilon	-	260471	43816671	10
1	5639	49.47	tig00000487_pilon	-	260426	43816716	10
1	5638	49.47	tig00000487_pilon	-	260420	43816722	10
1	5637	49.47	tig00000487_pilon	-	260369	43816773	10
1	5636	49.47	tig00000487_pilon	-	260351	43816791	10
1	5635	49.47	tig00000487_pilon	-	260342	43816800	10
1	5634	49.47	tig00000487_pilon	-	260306	43816836	10
1	5633	49.47	tig00000487_pilon	-	260293	43816849	10
1	5625	49.47	tig00000487_pilon	-	249931	43827211	10
1	5624	49.47	tig00000487_pilon	-	249926	43827216	10
1	5623	49.47	tig00000487_pilon	-	249854	43827288	10
1	5622	49.47	tig00000487_pilon	-	249826	43827316	10
1	5621	49.47	tig00000487_pilon	-	249815	43827327	10
1	5620	49.47	tig00000487_pilon	-	249806	43827336	10
1	5618	49.47	tig00000487_pilon	-	249552	43827590	10
1	5617	49.47	tig00000487_pilon	-	170649	43906493	10
1	5616	49.47	tig00000487_pilon	-	170381	43906761	10
1	5615	49.47	tig00000487_pilon	-	170369	43906773	10
1	5614	49.47	tig00000487_pilon	-	170297	43906845	10
1	5613	49.47	tig00000487_pilon	-	170282	43906860	10
1	5612	49.47	tig00000487_pilon	-	170255	43906887	10
1	5611	49.47	tig00000487_pilon	-	170173	43906969	10
1	5610	49.47	tig00000487_pilon	-	166388	43910754	10
1	5609	49.47	tig00000487_pilon	-	166386	43910756	10
1	5608	49.47	tig00000487_pilon	-	166383	43910759	10
1	5607	49.47	tig00000487_pilon	-	166261	43910881	10
1	5606	49.47	tig00000487_pilon	-	166259	43910883	10
1	5605	49.47	tig00000487_pilon	-	166070	43911072	10
1	5604	49.47	tig00000487_pilon	-	165526	43911616	10
1	5603	49.47	tig00000487_pilon	-	164845	43912297	10
1	5602	49.47	tig00000487_pilon	-	161876	43915266	10
1	5601	49.47	tig00000487_pilon	-	161738	43915404	10
1	5600	49.47	tig00000487_pilon	-	161569	43915573	10
1	5599	49.47	tig00000487_pilon	-	161539	43915603	10
1	5598	49.47	tig00000487_pilon	-	161533	43915609	10
1	5597	49.47	tig00000487_pilon	-	161501	43915641	10
1	5596	49.47	tig00000487_pilon	-	161410	43915732	10
1	5595	49.47	tig00000487_pilon	-	161283	43915859	10
1	5594	49.47	tig00000487_pilon	-	161282	43915860	10
1	5593	49.47	tig00000487_pilon	-	161156	43915986	10
1	5592	49.47	tig00000487_pilon	-	161090	43916052	10
1	5591	49.47	tig00000487_pilon	-	160988	43916154	10
1	5590	49.47	tig00000487_pilon	-	160960	43916182	10
1	5589	49.47	tig00000487_pilon	-	160871	43916271	10
1	5588	49.47	tig00000487_pilon	-	160870	43916272	10
1	5587	49.47	tig00000487_pilon	-	160796	43916346	10
1	5586	49.47	tig00000487_pilon	-	160772	43916370	10
1	5585	49.47	tig00000487_pilon	-	160709	43916433	10
1	5584	49.47	tig00000487_pilon	-	160556	43916586	10
1	5583	49.47	tig00000487_pilon	-	160524	43916618	10
1	5582	49.47	tig00000487_pilon	-	160480	43916662	10
1	5581	49.47	tig00000487_pilon	-	160475	43916667	10
1	5580	49.47	tig00000487_pilon	-	160426	43916716	10
1	5579	49.47	tig00000487_pilon	-	160384	43916758	10
1	5578	49.47	tig00000487_pilon	-	160314	43916828	10
1	5577	49.47	tig00000487_pilon	-	160172	43916970	10
1	5576	49.47	tig00000487_pilon	-	160057	43917085	10
1	5575	49.47	tig00000487_pilon	-	159967	43917175	10
1	5574	49.47	tig00000487_pilon	-	159883	43917259	10
1	5573	49.47	tig00000487_pilon	-	135047	43942095	10
1	5572	49.47	tig00000487_pilon	-	134901	43942241	10
1	5571	49.47	tig00000487_pilon	-	134835	43942307	10
1	5568	49.47	tig00000487_pilon	-	94612	43982530	10
1	5567	49.47	tig00000487_pilon	-	94322	43982820	10
1	5566	49.47	tig00000487_pilon	-	94031	43983111	10
1	5565	49.47	tig00000487_pilon	-	94023	43983119	10
1	5564	49.47	tig00000487_pilon	-	94021	43983121	10
1	5563	49.47	tig00000487_pilon	-	60873	44016269	10
1	5562	49.47	tig00000487_pilon	-	60843	44016299	10
1	5561	49.47	tig00000487_pilon	-	60377	44016765	10
1	5560	49.47	tig00000487_pilon	-	57267	44019875	10
1	5559	49.47	tig00000487_pilon	-	57265	44019877	10
1	5558	49.47	tig00000487_pilon	-	57167	44019975	10
1	5557	49.47	tig00000487_pilon	-	57069	44020073	10
1	5556	49.47	tig00000487_pilon	-	56897	44020245	10
1	5555	49.47	tig00000487_pilon	-	56889	44020253	10
1	5554	49.47	tig00000487_pilon	-	56564	44020578	10
1	5553	49.47	tig00000487_pilon	-	56423	44020719	10
1	5552	49.47	tig00000487_pilon	-	56391	44020751	10
1	5551	49.47	tig00000487_pilon	-	56278	44020864	10
1	5550	49.47	tig00000487_pilon	-	56262	44020880	10
1	5549	49.47	tig00000487_pilon	-	56261	44020881	10
1	5548	49.47	tig00000487_pilon	-	56131	44021011	10
1	5547	49.47	tig00000487_pilon	-	56123	44021019	10
1	5546	49.47	tig00000487_pilon	-	56086	44021056	10
1	5545	49.47	tig00000487_pilon	-	56041	44021101	10
1	7938	49.47	tig00000938_pilon	-	165008	44114971	11
1	7937	49.47	tig00000938_pilon	-	164852	44115127	11
1	7936	49.47	tig00000938_pilon	-	164842	44115137	11
1	7935	49.47	tig00000938_pilon	-	164764	44115215	11
1	7934	49.47	tig00000938_pilon	-	164684	44115295	11
1	7933	49.47	tig00000938_pilon	-	164662	44115317	11
1	7932	49.47	tig00000938_pilon	-	164448	44115531	11
1	7930	49.47	tig00000938_pilon	-	157201	44122778	11
1	7927	49.47	tig00000938_pilon	-	129394	44150585	11
1	7926	49.47	tig00000938_pilon	-	126770	44153209	11
1	7925	49.47	tig00000938_pilon	-	126764	44153215	11
1	7924	49.47	tig00000938_pilon	-	126028	44153951	11
1	7923	49.47	tig00000938_pilon	-	125935	44154044	11
1	7922	49.47	tig00000938_pilon	-	125788	44154191	11
1	7921	49.47	tig00000938_pilon	-	125740	44154239	11
1	7920	49.47	tig00000938_pilon	-	125734	44154245	11
1	7919	49.47	tig00000938_pilon	-	125725	44154254	11
1	7918	49.47	tig00000938_pilon	-	125602	44154377	11
1	7917	49.47	tig00000938_pilon	-	125524	44154455	11
1	7916	49.47	tig00000938_pilon	-	125489	44154490	11
1	7914	49.47	tig00000938_pilon	-	119124	44160855	11
1	7913	50	tig00000938_pilon	-	116581	44163398	11
1	7912	50	tig00000938_pilon	-	116572	44163407	11
1	7911	50	tig00000938_pilon	-	116356	44163623	11
1	7910	50	tig00000938_pilon	-	116314	44163665	11
1	7909	50	tig00000938_pilon	-	115953	44164026	11
1	7908	50	tig00000938_pilon	-	115920	44164059	11
1	7907	50	tig00000938_pilon	-	115911	44164068	11
1	7906	50	tig00000938_pilon	-	115908	44164071	11
1	7905	50	tig00000938_pilon	-	115902	44164077	11
1	7904	50	tig00000938_pilon	-	115893	44164086	11
1	7903	50	tig00000938_pilon	-	115890	44164089	11
1	7902	50	tig00000938_pilon	-	115876	44164103	11
1	7901	50	tig00000938_pilon	-	110069	44169910	11
1	7900	50	tig00000938_pilon	-	108945	44171034	11
1	7899	50	tig00000938_pilon	-	91493	44188486	11
1	7898	50	tig00000938_pilon	-	91343	44188636	11
1	7897	50	tig00000938_pilon	-	91325	44188654	11
1	7896	50	tig00000938_pilon	-	90934	44189045	11
1	7895	50	tig00000938_pilon	-	90859	44189120	11
1	7894	50	tig00000938_pilon	-	85620	44194359	11
1	7893	50	tig00000938_pilon	-	85574	44194405	11
1	7892	50	tig00000938_pilon	-	85226	44194753	11
1	7891	50	tig00000938_pilon	-	78399	44201580	11
1	7692	50.54	tig00000709_pilon	-	348854	44365877	12
1	7691	50.54	tig00000709_pilon	-	348796	44365935	12
1	7690	50.54	tig00000709_pilon	-	348561	44366170	12
1	7688	50.54	tig00000709_pilon	-	241765	44472966	12
1	7687	50.54	tig00000709_pilon	-	241520	44473211	12
1	7686	50.54	tig00000709_pilon	-	240984	44473747	12
1	7685	50.54	tig00000709_pilon	-	240612	44474119	12
1	7684	50.54	tig00000709_pilon	-	230129	44484602	12
1	7683	50.54	tig00000709_pilon	-	230103	44484628	12
1	7682	50.54	tig00000709_pilon	-	229020	44485711	12
1	7681	50.54	tig00000709_pilon	-	228722	44486009	12
1	7680	50.54	tig00000709_pilon	-	228595	44486136	12
1	7679	50.54	tig00000709_pilon	-	206349	44508382	12
1	7677	50.54	tig00000709_pilon	-	202382	44512349	12
1	7676	50.54	tig00000709_pilon	-	202016	44512715	12
1	7674	50.54	tig00000709_pilon	-	187383	44527348	12
1	7673	50.54	tig00000709_pilon	-	187239	44527492	12
1	7672	50.54	tig00000709_pilon	-	187134	44527597	12
1	7671	50.54	tig00000709_pilon	-	187098	44527633	12
1	7670	50.54	tig00000709_pilon	-	187023	44527708	12
1	7669	50.54	tig00000709_pilon	-	186413	44528318	12
1	7668	50.54	tig00000709_pilon	-	186283	44528448	12
1	7667	50.54	tig00000709_pilon	-	186273	44528458	12
1	7666	50.54	tig00000709_pilon	-	186270	44528461	12
1	7665	50.54	tig00000709_pilon	-	186012	44528719	12
1	7664	51.08	tig00000709_pilon	-	176573	44538158	12
1	7663	51.08	tig00000709_pilon	-	176504	44538227	12
1	7662	51.08	tig00000709_pilon	-	173027	44541704	12
1	7661	51.08	tig00000709_pilon	-	172968	44541763	12
1	7660	51.08	tig00000709_pilon	-	172942	44541789	12
1	7659	51.08	tig00000709_pilon	-	172896	44541835	12
1	7658	51.08	tig00000709_pilon	-	172832	44541899	12
1	7657	51.08	tig00000709_pilon	-	172795	44541936	12
1	7656	51.08	tig00000709_pilon	-	142252	44572479	12
1	7655	51.08	tig00000709_pilon	-	134623	44580108	12
1	7647	51.62	tig00000709_pilon	-	58756	44655975	12
1	7646	51.62	tig00000709_pilon	-	58415	44656316	12
1	7645	51.62	tig00000709_pilon	-	58239	44656492	12
1	7644	51.62	tig00000709_pilon	-	47324	44667407	12
1	7643	51.62	tig00000709_pilon	-	47315	44667416	12
1	7642	51.62	tig00000709_pilon	-	47312	44667419	12
1	7641	51.62	tig00000709_pilon	-	47283	44667448	12
1	7640	51.62	tig00000709_pilon	-	47276	44667455	12
1	7639	51.62	tig00000709_pilon	-	47267	44667464	12
1	7638	51.62	tig00000709_pilon	-	47264	44667467	12
1	7637	51.62	tig00000709_pilon	-	47263	44667468	12
1	7636	51.62	tig00000709_pilon	-	47117	44667614	12
1	7635	51.62	tig00000709_pilon	-	47100	44667631	12
1	7634	51.62	tig00000709_pilon	-	47088	44667643	12
1	7633	51.62	tig00000709_pilon	-	47087	44667644	12
1	7632	51.62	tig00000709_pilon	-	47086	44667645	12
1	7631	51.62	tig00000709_pilon	-	47083	44667648	12
1	7630	51.62	tig00000709_pilon	-	47043	44667688	12
1	7629	51.62	tig00000709_pilon	-	47037	44667694	12
1	22634	51.62	tig00096859_pilon	+	21771	44736601	13
1	22635	51.62	tig00096859_pilon	+	22032	44736862	13
1	22636	51.62	tig00096859_pilon	+	22048	44736878	13
1	22637	51.62	tig00096859_pilon	+	46238	44761068	13
1	22638	51.62	tig00096859_pilon	+	46387	44761217	13
1	22639	51.62	tig00096859_pilon	+	47030	44761860	13
1	22640	51.62	tig00096859_pilon	+	47234	44762064	13
1	22641	51.62	tig00096859_pilon	+	59779	44774609	13
1	22642	51.62	tig00096859_pilon	+	61005	44775835	13
1	22644	52.15	tig00096859_pilon	+	86090	44800920	13
1	22645	52.15	tig00096859_pilon	+	86106	44800936	13
1	22649	52.15	tig00096859_pilon	+	92281	44807111	13
1	22650	52.15	tig00096859_pilon	+	92492	44807322	13
1	22651	52.15	tig00096859_pilon	+	92676	44807506	13
1	22652	52.15	tig00096859_pilon	+	107763	44822593	13
1	22653	52.15	tig00096859_pilon	+	108004	44822834	13
1	22654	52.15	tig00096859_pilon	+	108743	44823573	13
1	22655	52.15	tig00096859_pilon	+	108750	44823580	13
1	22656	52.15	tig00096859_pilon	+	108816	44823646	13
1	22657	52.15	tig00096859_pilon	+	108821	44823651	13
1	22658	52.15	tig00096859_pilon	+	108835	44823665	13
1	22659	52.15	tig00096859_pilon	+	108850	44823680	13
1	22660	52.15	tig00096859_pilon	+	108962	44823792	13
1	22661	52.15	tig00096859_pilon	+	108964	44823794	13
1	22662	52.15	tig00096859_pilon	+	108967	44823797	13
1	22663	52.15	tig00096859_pilon	+	109108	44823938	13
1	22664	52.15	tig00096859_pilon	+	109165	44823995	13
1	22665	52.15	tig00096859_pilon	+	109187	44824017	13
1	22672	52.15	tig00096859_pilon	+	115805	44830635	13
1	22673	52.15	tig00096859_pilon	+	116492	44831322	13
1	22674	52.15	tig00096859_pilon	+	116512	44831342	13
1	22675	52.15	tig00096859_pilon	+	116836	44831666	13
1	22676	52.15	tig00096859_pilon	+	116982	44831812	13
1	22677	52.15	tig00096859_pilon	+	116983	44831813	13
1	22678	52.15	tig00096859_pilon	+	117157	44831987	13
1	22679	52.15	tig00096859_pilon	+	117621	44832451	13
2	7859	0	tig00000898_pilon	-	105466	39283	0
2	7858	5.38	tig00000898_pilon	-	104856	39893	0
2	7857	5.38	tig00000898_pilon	-	98747	46002	0
2	7856	5.38	tig00000898_pilon	-	98685	46064	0
2	7855	5.38	tig00000898_pilon	-	98639	46110	0
2	7854	5.38	tig00000898_pilon	-	98260	46489	0
2	7853	5.38	tig00000898_pilon	-	98095	46654	0
2	7852	5.38	tig00000898_pilon	-	98039	46710	0
2	7851	5.38	tig00000898_pilon	-	97972	46777	0
2	7849	5.38	tig00000898_pilon	-	86620	58129	0
2	7848	5.38	tig00000898_pilon	-	78053	66696	0
2	7846	5.38	tig00000898_pilon	-	76686	68063	0
2	7844	5.38	tig00000898_pilon	-	66836	77913	0
2	7842	5.38	tig00000898_pilon	-	54003	90746	0
2	7841	5.38	tig00000898_pilon	-	43053	101696	0
2	7840	5.38	tig00000898_pilon	-	21885	122864	0
2	19305	5.38	tig00002574_pilon	-	200089	185059	1
2	19304	5.38	tig00002574_pilon	-	199920	185228	1
2	19303	5.38	tig00002574_pilon	-	199914	185234	1
2	19302	5.38	tig00002574_pilon	-	199902	185246	1
2	19301	5.38	tig00002574_pilon	-	199803	185345	1
2	19300	5.38	tig00002574_pilon	-	185612	199536	1
2	19299	5.38	tig00002574_pilon	-	185540	199608	1
2	19298	5.38	tig00002574_pilon	-	185527	199621	1
2	19297	5.38	tig00002574_pilon	-	185478	199670	1
2	19296	5.38	tig00002574_pilon	-	184927	200221	1
2	19295	5.38	tig00002574_pilon	-	184895	200253	1
2	19294	5.38	tig00002574_pilon	-	184609	200539	1
2	19289	5.38	tig00002574_pilon	-	125876	259272	1
2	19282	5.38	tig00002574_pilon	-	117553	267595	1
2	19281	5.38	tig00002574_pilon	-	117356	267792	1
2	19280	5.38	tig00002574_pilon	-	117017	268131	1
2	19279	5.38	tig00002574_pilon	-	116923	268225	1
2	19278	5.38	tig00002574_pilon	-	116913	268235	1
2	19277	5.38	tig00002574_pilon	-	116901	268247	1
2	19276	5.38	tig00002574_pilon	-	116847	268301	1
2	19275	5.38	tig00002574_pilon	-	115995	269153	1
2	19274	5.38	tig00002574_pilon	-	115983	269165	1
2	19273	5.38	tig00002574_pilon	-	81696	303452	1
2	19272	5.38	tig00002574_pilon	-	81452	303696	1
2	19271	5.38	tig00002574_pilon	-	81123	304025	1
2	19270	5.38	tig00002574_pilon	-	80994	304154	1
2	19269	5.38	tig00002574_pilon	-	80928	304220	1
2	19268	5.38	tig00002574_pilon	-	80835	304313	1
2	19267	5.38	tig00002574_pilon	-	80650	304498	1
2	19266	5.38	tig00002574_pilon	-	80490	304658	1
2	19265	5.38	tig00002574_pilon	-	80235	304913	1
2	19264	5.38	tig00002574_pilon	-	80186	304962	1
2	19263	5.38	tig00002574_pilon	-	65189	319959	1
2	19262	5.38	tig00002574_pilon	-	65173	319975	1
2	19261	5.38	tig00002574_pilon	-	65168	319980	1
2	19260	5.38	tig00002574_pilon	-	65138	320010	1
2	19259	5.38	tig00002574_pilon	-	65115	320033	1
2	19257	5.38	tig00002574_pilon	-	63500	321648	1
2	19256	5.38	tig00002574_pilon	-	63040	322108	1
2	19255	5.38	tig00002574_pilon	-	62688	322460	1
2	19254	5.38	tig00002574_pilon	-	62517	322631	1
2	21194	5.38	tig00002745_pilon	+	6683	391930	1
2	21195	5.38	tig00002745_pilon	+	6736	391983	1
2	21196	5.38	tig00002745_pilon	+	6747	391994	1
2	21197	5.38	tig00002745_pilon	+	6802	392049	1
2	21198	5.38	tig00002745_pilon	+	6811	392058	1
2	21199	5.38	tig00002745_pilon	+	6829	392076	1
2	21200	5.38	tig00002745_pilon	+	6831	392078	1
2	21201	5.38	tig00002745_pilon	+	6939	392186	1
2	21202	5.38	tig00002745_pilon	+	7004	392251	1
2	21203	5.38	tig00002745_pilon	+	7012	392259	1
2	21204	5.38	tig00002745_pilon	+	7033	392280	1
2	21205	5.38	tig00002745_pilon	+	7131	392378	1
2	21206	5.38	tig00002745_pilon	+	7253	392500	1
2	21207	5.38	tig00002745_pilon	+	7257	392504	1
2	21208	5.38	tig00002745_pilon	+	7280	392527	1
2	21209	5.38	tig00002745_pilon	+	7282	392529	1
2	21210	5.38	tig00002745_pilon	+	7290	392537	1
2	21211	5.38	tig00002745_pilon	+	7332	392579	1
2	21212	5.38	tig00002745_pilon	+	7337	392584	1
2	21213	5.38	tig00002745_pilon	+	7356	392603	1
2	21214	5.38	tig00002745_pilon	+	7359	392606	1
2	21215	5.38	tig00002745_pilon	+	7458	392705	1
2	21216	5.38	tig00002745_pilon	+	7475	392722	1
2	21217	5.38	tig00002745_pilon	+	7555	392802	1
2	21218	5.38	tig00002745_pilon	+	7556	392803	1
2	21219	5.38	tig00002745_pilon	+	7691	392938	1
2	21220	5.38	tig00002745_pilon	+	7747	392994	1
2	21221	5.38	tig00002745_pilon	+	7877	393124	1
2	21222	5.38	tig00002745_pilon	+	7902	393149	1
2	21223	5.38	tig00002745_pilon	+	7920	393167	1
2	21224	5.38	tig00002745_pilon	+	7929	393176	1
2	21225	5.38	tig00002745_pilon	+	7957	393204	1
2	21226	5.38	tig00002745_pilon	+	7981	393228	1
2	21227	5.38	tig00002745_pilon	+	7994	393241	1
2	21228	5.38	tig00002745_pilon	+	8002	393249	1
2	21229	5.38	tig00002745_pilon	+	8003	393250	1
2	21230	5.38	tig00002745_pilon	+	8011	393258	1
2	21231	5.38	tig00002745_pilon	+	8023	393270	1
2	21232	5.38	tig00002745_pilon	+	8024	393271	1
2	21233	5.38	tig00002745_pilon	+	8109	393356	1
2	21234	5.38	tig00002745_pilon	+	8207	393454	1
2	21235	5.38	tig00002745_pilon	+	8469	393716	1
2	21236	5.38	tig00002745_pilon	+	8562	393809	1
2	21237	5.38	tig00002745_pilon	+	8590	393837	1
2	21238	5.38	tig00002745_pilon	+	8656	393903	1
2	21239	5.38	tig00002745_pilon	+	8801	394048	1
2	21240	5.38	tig00002745_pilon	+	8833	394080	1
2	21241	5.38	tig00002745_pilon	+	9145	394392	1
2	21249	5.38	tig00002745_pilon	+	19763	405010	1
2	21250	5.38	tig00002745_pilon	+	20067	405314	1
2	21251	5.38	tig00002745_pilon	+	20126	405373	1
2	21252	5.38	tig00002745_pilon	+	20176	405423	1
2	21253	5.38	tig00002745_pilon	+	20178	405425	1
2	21254	5.38	tig00002745_pilon	+	21449	406696	1
2	21255	5.38	tig00002745_pilon	+	21559	406806	1
2	21257	5.38	tig00002745_pilon	+	27787	413034	1
2	21258	5.38	tig00002745_pilon	+	27817	413064	1
2	21259	5.38	tig00002745_pilon	+	27862	413109	1
2	21260	5.38	tig00002745_pilon	+	27882	413129	1
2	21261	5.38	tig00002745_pilon	+	27889	413136	1
2	21262	5.38	tig00002745_pilon	+	27894	413141	1
2	21263	5.38	tig00002745_pilon	+	27903	413150	1
2	21264	5.38	tig00002745_pilon	+	27906	413153	1
2	21265	5.38	tig00002745_pilon	+	27909	413156	1
2	21266	5.38	tig00002745_pilon	+	27921	413168	1
2	21267	5.38	tig00002745_pilon	+	27991	413238	1
2	21268	5.38	tig00002745_pilon	+	28064	413311	1
2	21269	5.38	tig00002745_pilon	+	28109	413356	1
2	21270	5.38	tig00002745_pilon	+	28154	413401	1
2	21271	5.38	tig00002745_pilon	+	28193	413440	1
2	21272	5.38	tig00002745_pilon	+	28310	413557	1
2	21273	5.38	tig00002745_pilon	+	28412	413659	1
2	21274	5.38	tig00002745_pilon	+	28520	413767	1
2	21275	5.38	tig00002745_pilon	+	28640	413887	1
2	21276	5.38	tig00002745_pilon	+	28727	413974	1
2	21277	5.38	tig00002745_pilon	+	29253	414500	1
2	21278	5.38	tig00002745_pilon	+	31649	416896	1
2	21279	5.38	tig00002745_pilon	+	31744	416991	1
2	21280	5.38	tig00002745_pilon	+	34395	419642	1
2	21281	5.38	tig00002745_pilon	+	34548	419795	1
2	21282	5.38	tig00002745_pilon	+	34603	419850	1
2	21283	5.38	tig00002745_pilon	+	34857	420104	1
2	21284	5.38	tig00002745_pilon	+	34986	420233	1
2	21285	5.38	tig00002745_pilon	+	35080	420327	1
2	21286	5.38	tig00002745_pilon	+	35287	420534	1
2	21287	5.38	tig00002745_pilon	+	35507	420754	1
2	21288	5.38	tig00002745_pilon	+	35527	420774	1
2	21289	5.38	tig00002745_pilon	+	35926	421173	1
2	21290	5.38	tig00002745_pilon	+	36776	422023	1
2	21291	5.38	tig00002745_pilon	+	36793	422040	1
2	21292	5.38	tig00002745_pilon	+	36929	422176	1
2	21293	5.38	tig00002745_pilon	+	37033	422280	1
2	21294	5.38	tig00002745_pilon	+	37041	422288	1
2	21295	5.38	tig00002745_pilon	+	37062	422309	1
2	21296	5.38	tig00002745_pilon	+	37102	422349	1
2	21297	5.38	tig00002745_pilon	+	37106	422353	1
2	21298	5.38	tig00002745_pilon	+	37124	422371	1
2	21299	5.38	tig00002745_pilon	+	37294	422541	1
2	21300	5.38	tig00002745_pilon	+	37310	422557	1
2	21301	5.38	tig00002745_pilon	+	37349	422596	1
2	21302	5.38	tig00002745_pilon	+	37369	422616	1
2	21303	5.38	tig00002745_pilon	+	37515	422762	1
